"Periodo(MMM DD, AAAA)";"Tasa de Depósitos a Término Fijo (DTF) a 90 días, semanal";"Tasa de Certificado de Depósito a Término (CDT) a 180 días, semanal";"Tasa de Certificado de Depósito a Término (CDT) a 360 días, semanal"
"2010/10/08";3,39;3,87;4,3
"2010/10/15";3,41;3,88;4,29
"2010/10/22";3,44;3,87;4,22
"2010/10/29";3,43;3,91;4,26
"2010/11/05";3,46;3,85;4,28
"2010/11/12";3,51;3,87;4,25
"2010/11/19";3,49;3,87;4,27
"2010/11/26";3,43;3,87;4,18
"2010/12/03";3,4;3,85;4,12
"2010/12/10";3,46;3,89;4,14
"2010/12/17";3,56;3,9;4,16
"2010/12/24";3,46;3,87;4,21
"2010/12/31";3,47;3,89;4,22
"2011/01/07";3,5;3,89;4,21
"2011/01/14";3,5;3,82;4,2
"2011/01/21";3,53;3,93;4,17
"2011/01/28";3,42;3,93;4,17
"2011/02/04";3,45;3,9;4,28
"2011/02/11";3,47;3,86;4,38
"2011/02/18";3,44;3,88;4,34
"2011/02/25";3,5;3,92;4,16
"2011/03/04";3,42;3,91;4,2
"2011/03/11";3,51;3,99;4,23
"2011/03/18";3,47;3,91;4,62
"2011/03/25";3,59;3,98;4,7
"2011/04/01";3,65;3,97;4,49
"2011/04/08";3,68;4,02;4,41
"2011/04/15";3,71;4,1;4,5
"2011/04/22";3,69;4,04;4,66
"2011/04/29";3,79;4,07;4,54
"2011/05/06";3,74;4,21;4,58
"2011/05/13";3,77;4,24;4,89
"2011/05/20";3,9;4,26;4,9
"2011/05/27";3,93;4,35;4,88
"2011/06/03";3,87;4,37;4,86
"2011/06/10";3,96;4,44;4,92
"2011/06/17";4;4,44;4,15
"2011/06/24";4,01;4,42;5,12
"2011/07/01";4,19;4,5;5,36
"2011/07/08";4,21;4,55;5,41
"2011/07/15";4,03;4,66;5,28
"2011/07/22";4,22;4,45;5,39
"2011/07/29";4,28;4,75;5,46
"2011/08/05";4,29;4,86;5,36
"2011/08/12";4,44;4,62;5,73
"2011/08/19";4,52;4,97;5,66
"2011/08/26";4,51;4,95;5,87
"2011/09/02";4,51;4,82;5,79
"2011/09/09";4,5;4,86;5,73
"2011/09/16";4,53;5,26;5,81
"2011/09/23";4,55;5,29;5,74
"2011/09/30";4,55;5,03;5,7
"2011/10/07";4,75;5,25;5,58
"2011/10/14";4,53;5,14;5,63
"2011/10/21";4,72;5,26;5,91
"2011/10/28";4,9;5,4;5,85
"2011/11/04";4,77;5,3;6
"2011/11/11";4,85;5,36;5,75
"2011/11/18";5,44;5,4;5,88
"2011/11/25";4,85;5,59;5,97
"2011/12/02";4,98;5,4;6,05
"2011/12/09";4,76;5,5;6,17
"2011/12/16";4,9;5,33;6,32
"2011/12/23";5,24;5,54;5,66
"2011/12/30";4,98;5,37;6,13
"2012/01/06";5,22;5,59;6,11
"2012/01/13";5,12;5,52;6
"2012/01/20";5,19;5,45;5,72
"2012/01/27";5,21;5,68;5,97
"2012/02/03";5,13;5,71;5,93
"2012/02/10";4,95;5,74;5,83
"2012/02/17";5,21;5,71;6,04
"2012/02/24";5,33;5,79;6,25
"2012/03/02";5,26;5,65;6,1
"2012/03/09";5,35;5,8;6,09
"2012/03/16";5,31;5,74;6,2
"2012/03/23";5,23;5,93;6,27
"2012/03/30";5,33;5,85;6,33
"2012/04/06";5,5;5,87;6,41
"2012/04/13";5,43;5,99;6,15
"2012/04/20";5,56;5,89;6,24
"2012/04/27";5,45;5,77;6,42
"2012/05/04";5,35;5,9;6,49
"2012/05/11";5,44;5,82;6,28
"2012/05/18";5,43;5,8;6,39
"2012/05/25";5,51;5,97;6,35
"2012/06/01";5,48;5,89;6,19
"2012/06/08";5,41;5,88;6,4
"2012/06/15";5,42;5,91;6,49
"2012/06/22";5,46;5,88;6,45
"2012/06/29";5,43;5,86;6,51
"2012/07/06";5,48;5,77;6,36
"2012/07/13";5,38;5,68;6,14
"2012/07/20";5,54;5,83;6,45
"2012/07/27";5,29;5,97;6,45
"2012/08/03";5,5;5,94;6,44
"2012/08/10";5,39;5,8;6,36
"2012/08/17";5,46;5,79;6,38
"2012/08/24";5,4;5,89;6,37
"2012/08/31";5,42;5,95;6,31
"2012/09/07";5,4;5,78;6,28
"2012/09/14";5,37;5,86;6,31
"2012/09/21";5,37;5,87;6,25
"2012/09/28";5,2;5,78;6,13
"2012/10/05";5,27;5,73;6,12
"2012/10/12";5,31;5,81;6,11
"2012/10/19";5,23;5,82;6,13
"2012/10/26";5,19;5,84;6,15
"2012/11/02";5,29;5,91;6,13
"2012/11/09";5,79;5,74;6,09
"2012/11/16";5,23;5,75;6,01
"2012/11/23";5,26;5,77;6,02
"2012/11/30";5,42;5,65;5,87
"2012/12/07";5,34;5,7;5,92
"2012/12/14";5,15;5,75;6,17
"2012/12/21";5,26;5,69;5,98
"2012/12/28";5,22;5,7;5,99
"2013/01/04";5,27;5,67;5,94
"2013/01/11";5,21;5,64;5,77
"2013/01/18";5,22;5,47;5,61
"2013/01/25";5,07;5,38;5,59
"2013/02/01";5,11;5,32;5,56
"2013/02/08";4,94;5,21;5,46
"2013/02/15";4,85;5,17;5,32
"2013/02/22";4,82;5,08;5,26
"2013/03/01";4,83;5,04;5,12
"2013/03/08";4,78;5,12;5,15
"2013/03/15";4,65;4,86;5,1
"2013/03/22";4,55;4,82;5,03
"2013/03/29";4,55;4,74;4,91
"2013/04/05";4,5;4,56;4,75
"2013/04/12";4,39;4,65;4,69
"2013/04/19";4,25;4,45;4,48
"2013/04/26";4,17;4,54;4,78
"2013/05/03";4,11;4,31;4,47
"2013/05/10";4,07;4,39;4,4
"2013/05/17";3,98;4,33;4,46
"2013/05/24";3,98;4,23;4,38
"2013/05/31";3,96;4,24;4,46
"2013/06/07";4,01;4,29;4,64
"2013/06/14";3,94;4,25;4,43
"2013/06/21";3,91;4,37;4,51
"2013/06/28";3,99;4,3;4,43
"2013/07/05";3,91;4,17;4,44
"2013/07/12";3,98;4,14;4,3
"2013/07/19";3,92;4,07;4,68
"2013/07/26";3,95;4,33;4,32
"2013/08/02";4,06;4,26;4,58
"2013/08/09";4;4,43;4,47
"2013/08/16";4,02;4,2;4,47
"2013/08/23";4,11;4,21;4,52
"2013/08/30";4,04;4,39;4,38
"2013/09/06";4,09;4,35;4,64
"2013/09/13";4,09;4,35;5,24
"2013/09/20";4,09;4,42;4,85
"2013/09/27";4,02;4,41;4,67
"2013/10/04";4,06;4,35;4,84
"2013/10/11";4,07;4,41;4,79
"2013/10/18";3,96;4,39;4,78
"2013/10/25";3,99;4,35;4,79
"2013/11/01";4,06;4,47;4,89
"2013/11/08";4,06;4,51;4,84
"2013/11/15";3,99;4,46;4,78
"2013/11/22";4,06;4,44;5,18
"2013/11/29";4,05;4,38;4,78
"2013/12/06";4,01;4,47;5,11
"2013/12/13";4,04;4,41;4,84
"2013/12/20";4,06;4,44;4,69
"2013/12/27";4,04;4,45;4,9
"2014/01/03";4,07;4,37;4,68
"2014/01/10";4,07;4,36;4,73
"2014/01/17";4,06;4,32;4,77
"2014/01/24";4;4,38;4,74
"2014/01/31";4,03;4,32;4,69
"2014/02/07";4,04;4,34;4,67
"2014/02/14";3,94;4,29;4,71
"2014/02/21";3,96;4,35;4,65
"2014/02/28";3,97;4,26;4,6
"2014/03/07";3,95;4,3;4,56
"2014/03/14";3,97;4,32;4,6
"2014/03/21";3,91;4,25;4,52
"2014/03/28";3,85;4,21;4,67
"2014/04/04";3,88;4,18;4,62
"2014/04/11";3,86;4,21;4,37
"2014/04/18";3,81;4,16;4,63
"2014/04/25";3,78;4,11;4,39
"2014/05/02";3,78;4,19;4,41
"2014/05/09";3,82;4,19;4,52
"2014/05/16";3,69;4,13;4,69
"2014/05/23";3,81;4,18;4,48
"2014/05/30";3,81;4,11;4,46
"2014/06/06";3,87;4,17;4,57
"2014/06/13";3,81;4,19;4,56
"2014/06/20";3,85;4,22;4,52
"2014/06/27";3,95;4,22;4,61
"2014/07/04";4,01;4,15;4,64
"2014/07/11";4,07;4,25;4,77
"2014/07/18";4,1;4,32;4,76
"2014/07/25";4,04;4,34;4,97
"2014/08/01";4,06;4,4;4,91
"2014/08/08";4,06;4,45;4,86
"2014/08/15";3,92;4,44;4,66
"2014/08/22";4,03;4,47;4,91
"2014/08/29";4,09;4,37;4,79
"2014/09/05";4,07;4,38;4,95
"2014/09/12";4,05;4,47;4,81
"2014/09/19";4,19;4,46;4,81
"2014/09/26";4,24;4,59;5,03
"2014/10/03";4,35;4,46;4,99
"2014/10/10";4,4;4,51;4,92
"2014/10/17";4,25;4,53;4,86
"2014/10/24";4,23;4,59;4,82
"2014/10/31";4,41;4,6;4,88
"2014/11/07";4,32;4,56;5,08
"2014/11/14";4,19;4,56;4,82
"2014/11/21";4,41;4,54;4,93
"2014/11/28";4,37;4,49;5,01
"2014/12/05";4,42;4,59;4,96
"2014/12/12";4,32;4,61;4,88
"2014/12/19";4,3;4,57;4,89
"2014/12/26";4,4;4,54;5,13
"2015/01/02";4,34;4,52;4,72
"2015/01/09";4,32;4,36;5,06
"2015/01/16";4,42;4,53;4,76
"2015/01/23";4,5;4,67;5,08
"2015/01/30";4,53;4,56;5,04
"2015/02/06";4,42;4,55;5,07
"2015/02/13";4,4;4,55;5,02
"2015/02/20";4,48;4,76;4,95
"2015/02/27";4,41;4,72;5,03
"2015/03/06";4,5;4,71;5,1
"2015/03/13";4,42;4,74;5,1
"2015/03/20";4,42;4,66;4,87
"2015/03/27";4,46;4,59;5
"2015/04/03";4,36;4,63;4,76
"2015/04/10";4,39;4,62;4,99
"2015/04/17";4,46;4,74;5,03
"2015/04/24";4,48;4,66;5,04
"2015/05/01";4,6;4,75;5,01
"2015/05/08";4,5;4,75;5,15
"2015/05/15";4,34;4,74;5,14
"2015/05/22";4,47;4,67;5,1
"2015/05/29";4,4;4,75;4,87
"2015/06/05";4,48;4,78;5,12
"2015/06/12";4,42;4,66;5,11
"2015/06/19";4,39;4,79;5,14
"2015/06/26";4,48;4,77;5,05
"2015/07/03";4,28;4,69;5,06
"2015/07/10";4,36;4,54;5,12
"2015/07/17";4,54;4,58;5,1
"2015/07/24";4,54;4,7;5,07
"2015/07/31";4,58;4,86;5,05
"2015/08/07";4,5;4,73;5
"2015/08/14";4,33;4,76;5,03
"2015/08/21";4,54;4,68;5,29
"2015/08/28";4,4;4,7;5,37
"2015/09/04";4,55;4,64;5,3
"2015/09/11";4,36;4,77;5,39
"2015/09/18";4,45;4,95;5,11
"2015/09/25";4,46;4,87;5,77
"2015/10/02";4,39;4,8;5,91
"2015/10/09";4,27;4,92;5,88
"2015/10/16";4,45;5,08;5,81
"2015/10/23";4,46;5,55;6,76
"2015/10/30";5,08;5,28;6,48
"2015/11/06";4,75;5,59;6,58
"2015/11/13";4,61;5,54;5,98
"2015/11/20";4,98;6,03;6,49
"2015/11/27";4,91;5,58;6,02
"2015/12/04";5,01;5,81;6,54
"2015/12/11";5,11;5,92;6,86
"2015/12/18";5,16;5,89;6,31
"2015/12/25";5,37;6,17;7,42
"2016/01/01";5,22;6,05;6,24
"2016/01/08";5,21;5,58;6,29
"2016/01/15";5,35;5,71;7,89
"2016/01/22";5,32;6,42;7,65
"2016/01/29";6,08;6,26;7,49
"2016/02/05";5,87;6,44;7,69
"2016/02/12";5,92;6,18;7,9
"2016/02/19";6,18;6,88;7,66
"2016/02/26";6,36;6,8;7,98
"2016/03/04";6,43;7,01;8,26
"2016/03/11";6,28;6,89;8,16
"2016/03/18";6,17;6,79;8,09
"2016/03/25";6,36;6,89;7,85
"2016/04/01";6,37;6,53;7,83
"2016/04/08";6,48;6,98;8,05
"2016/04/15";6,47;7,2;8,08
"2016/04/22";6,49;6,99;8,13
"2016/04/29";6,97;6,97;8,21
"2016/05/06";6,54;7,03;8,23
"2016/05/13";6,52;7,15;8,45
"2016/05/20";6,74;7,38;8,49
"2016/05/27";7,01;7,13;8,29
"2016/06/03";6,97;7,42;8,44
"2016/06/10";6,99;7,21;8,6
"2016/06/17";6,73;7,42;8,32
"2016/06/24";6,95;7,31;8,46
"2016/07/01";6,93;7,15;8,52
"2016/07/08";6,83;7,17;8,56
"2016/07/15";7,07;6,96;8,53
"2016/07/22";7,01;7,21;8,75
"2016/07/29";7,59;7,25;8,73
"2016/08/05";7,29;7,13;8,81
"2016/08/12";7,22;7,22;8,74
"2016/08/19";7,13;7,43;8,71
"2016/08/26";7,23;7,38;8,58
"2016/09/02";7,24;7,59;8,77
"2016/09/09";7,22;7,39;8,69
"2016/09/16";7,21;7,61;8,55
"2016/09/23";7,04;7,27;8,39
"2016/09/30";7,13;7,19;8,27
"2016/10/07";7,24;7,28;8,14
"2016/10/14";7,07;7,5;8,2
"2016/10/21";6,93;7,3;7,95
"2016/10/28";6,99;7,24;8,18
"2016/11/04";7,36;7,28;8
"2016/11/11";6,93;7,06;7,9
"2016/11/18";7,06;7,42;7,85
"2016/11/25";7,05;7,3;8,19
"2016/12/02";7;7,11;8,04
"2016/12/09";6,98;7,21;8,2
"2016/12/16";7,03;7,38;7,66
"2016/12/23";6,94;7,47;8,11
"2016/12/30";6,86;7,51;8,01
"2017/01/06";6,86;7,39;7,81
"2017/01/13";6,82;6,84;7,67
"2017/01/20";6,84;7,06;7,66
"2017/01/27";6,81;7,15;7,89
"2017/02/03";7,12;7,07;7,6
"2017/02/10";6,91;7,14;7,91
"2017/02/17";6,81;7,13;7,76
"2017/02/24";6,72;7,15;7,6
"2017/03/03";6,78;6,94;7,65
"2017/03/10";6,83;6,98;7,49
"2017/03/17";6,57;6,84;7,49
"2017/03/24";6,71;6,95;7,27
"2017/03/31";6,65;6,9;7,37
"2017/04/07";6,58;6,96;7,29
"2017/04/14";6,49;6,74;7,29
"2017/04/21";6,43;6,62;7,06
"2017/04/28";6,48;6,7;7,08
"2017/05/05";6,65;6,67;7,06
"2017/05/12";6,37;6,65;6,75
"2017/05/19";6,08;6,3;6,67
"2017/05/26";6,17;6,45;6,53
"2017/06/02";6,11;6,35;6,59
"2017/06/09";6,05;6,2;6,67
"2017/06/16";5,99;6,23;6,52
"2017/06/23";5,97;6,18;6,71
"2017/06/30";5,95;6,04;6,65
"2017/07/07";5,88;6,08;6,61
"2017/07/14";5,78;5,89;6,42
"2017/07/21";5,6;5,75;6,25
"2017/07/28";5,6;5,84;6,26
"2017/08/04";5,7;5,76;6,11
"2017/08/11";5,56;5,77;5,96
"2017/08/18";5,53;5,69;6,37
"2017/08/25";5,56;5,83;6,18
"2017/09/01";5,55;5,68;6,27
"2017/09/08";5,64;5,79;6,31
"2017/09/15";5,58;5,73;6,4
"2017/09/22";5,52;5,83;6,44
"2017/09/29";5,52;5,75;6,27
"2017/10/06";5,48;5,66;6,31
"2017/10/13";5,4;5,68;6,29
"2017/10/20";5,32;5,66;6,17
"2017/10/27";5,46;5,69;6,37
"2017/11/03";5,66;5,78;6,24
"2017/11/10";5,41;5,69;6,28
"2017/11/17";5,32;5,68;6,09
"2017/11/24";5,35;5,71;6,09
"2017/12/01";5,31;5,74;6,08
"2017/12/08";5,31;5,59;6,04
"2017/12/15";5,34;5,48;6,08
"2017/12/22";5,28;5,48;5,9
"2017/12/29";5,21;5,33;5,91
"2018/01/05";5,29;5,5;5,83
"2018/01/12";5,21;5,42;5,75
"2018/01/19";5,17;5,45;5,7
"2018/01/26";5,21;5,4;5,79
"2018/02/02";5,28;5,42;5,85
"2018/02/09";5,1;5,33;5,92
"2018/02/16";5,14;5,32;5,8
"2018/02/23";5;5,33;5,71
"2018/03/02";5,1;5,34;5,62
"2018/03/09";5,1;5,35;5,81
"2018/03/16";4,99;5,27;5,75
"2018/03/23";4,99;5,23;5,65
"2018/03/30";5;5,24;5,63
"2018/04/06";4,89;5,23;5,53
"2018/04/13";4,94;5,25;5,55
"2018/04/20";4,91;5,17;5,5
"2018/04/27";4,88;5,18;5,3
"2018/05/04";4,92;5,12;5,36
"2018/05/11";4,85;5,05;5,33
"2018/05/18";4,69;5,01;5,32
"2018/05/25";4,7;4,98;5,2
"2018/06/01";4,65;5;5,18
"2018/06/08";4,68;4,89;5,33
"2018/06/15";4,6;4,82;5,21
"2018/06/22";4,57;4,83;5,18
"2018/06/29";4,56;4,95;5,26
"2018/07/06";4,66;4,89;5,14
"2018/07/13";4,6;4,73;5,15
"2018/07/20";4,52;4,73;5,25
"2018/07/27";4,59;4,74;5,22
"2018/08/03";4,58;4,72;5,22
"2018/08/10";4,56;4,71;5,11
"2018/08/17";4,51;4,68;5,24
"2018/08/24";4,54;4,71;5,22
"2018/08/31";4,5;4,7;5,14
"2018/09/07";4,54;4,77;5,11
"2018/09/14";4,59;4,75;5,28
"2018/09/21";4,51;4,74;5,16
"2018/09/28";4,51;4,73;5,19
"2018/10/05";4,48;4,74;5,07
"2018/10/12";4,56;4,72;5,12
"2018/10/19";4,38;4,69;5,12
"2018/10/26";4,42;4,68;5,05
"2018/11/02";4,41;4,73;5,08
"2018/11/09";4,41;4,82;5,11
"2018/11/16";4,35;4,68;5,18
"2018/11/23";4,47;4,69;5,12
"2018/11/30";4,42;4,7;5,1
"2018/12/07";4,43;4,81;5,24
"2018/12/14";4,54;4,73;5,24
"2018/12/21";4,55;4,86;5,31
"2018/12/28";4,51;4,81;5,41
"2019/01/04";4,54;4,84;5,16
"2019/01/11";4,56;4,89;5,45
"2019/01/18";4,51;4,85;5,33
"2019/01/25";4,56;4,8;5,55
"2019/02/01";4,62;4,84;5,56
"2019/02/08";4,54;4,84;5,59
"2019/02/15";4,5;4,79;5,57
"2019/02/22";4,54;4,91;5,61
"2019/03/01";4,57;4,86;5,64
"2019/03/08";4,63;4,92;5,62
"2019/03/15";4,64;4,89;5,57
"2019/03/22";4,49;4,87;5,57
"2019/03/29";4,51;4,9;5,53
"2019/04/05";4,59;4,82;5,52
"2019/04/12";4,49;4,85;5,45
"2019/04/19";4,52;4,8;5,46
"2019/04/26";4,55;4,76;5,41
"2019/05/03";4,54;4,85;5,44
"2019/05/10";4,48;4,8;5,46
"2019/05/17";4,52;4,76;5,41
"2019/05/24";4,52;4,8;5,46
"2019/05/31";4,47;4,86;5,42
"2019/06/07";4,5;4,84;5,37
"2019/06/14";4,6;4,81;5,39
"2019/06/21";4,49;4,8;5,42
"2019/06/28";4,4;4,76;5,35
"2019/07/05";4,53;4,72;5,3
"2019/07/12";4,44;4,74;5,28
"2019/07/19";4,4;4,66;5,25
"2019/07/26";4,43;4,68;5,25
"2019/08/02";4,51;4,73;5,26
"2019/08/09";4,52;4,67;5,23
"2019/08/16";4,45;4,72;5,24
"2019/08/23";4,44;4,68;5,26
"2019/08/30";4,4;4,7;5,25
"2019/09/06";4,45;4,69;5,33
"2019/09/13";4,51;4,72;5,31
"2019/09/20";4,51;4,77;5,31
"2019/09/27";4,4;4,73;5,22
"2019/10/04";4,51;4,73;5,19
"2019/10/11";4,44;4,69;5,21
"2019/10/18";4,37;4,63;5,27
"2019/10/25";4,38;4,65;5,18
"2019/11/01";4,46;4,74;5,26
"2019/11/08";4,39;4,68;5,28
"2019/11/15";4,32;4,73;5,33
"2019/11/22";4,43;4,75;5,35
"2019/11/29";4,49;4,7;5,33
"2019/12/06";4,46;4,74;5,28
"2019/12/13";4,64;4,77;5,42
"2019/12/20";4,46;4,76;5,49
"2019/12/27";4,46;4,71;5,33
"2020/01/03";4,48;4,68;5,44
"2020/01/10";4,49;4,73;5,42
"2020/01/17";4,5;4,75;5,34
"2020/01/24";4,43;4,76;5,42
"2020/01/31";4,62;4,75;5,46
"2020/02/07";4,58;4,79;5,42
"2020/02/14";4,43;4,7;5,41
"2020/02/21";4,49;4,7;5,31
"2020/02/28";4,45;4,67;5,26
"2020/03/06";4,43;4,62;5,27
"2020/03/13";4,56;4,79;5,3
"2020/03/20";4,46;4,69;5,27
"2020/03/27";4,5;4,73;5,28
"2020/04/03";4,59;4,68;5,45
"2020/04/10";4,42;4,71;5,31
"2020/04/17";4,43;4,77;5,24
"2020/04/24";4,52;4,65;5,32
"2020/05/01";4,66;4,76;5,36
"2020/05/08";4,53;4,69;5,48
"2020/05/15";4,44;4,69;5,38
"2020/05/22";4,36;4,81;5,16
"2020/05/29";4,25;4,54;5,09
"2020/06/05";4,17;4,52;4,84
"2020/06/12";3,95;4;4,28
"2020/06/19";3,83;4,19;4,2
"2020/06/26";3,76;4,15;4,51
"2020/07/03";3,71;4,04;4,39
"2020/07/10";3,6;3,99;4,38
"2020/07/17";3,46;3,92;4,16
"2020/07/24";3,38;3,87;4,29
"2020/07/31";3,29;3,75;3,99
"2020/08/07";3,14;3,54;3,99
"2020/08/14";3;3,44;3,77
"2020/08/21";2,93;3,26;3,61
"2020/08/28";2,7;3,15;3,31
"2020/09/04";2,64;3,14;3,43
"2020/09/11";2,65;2,95;3,24
"2020/09/18";2,5;2,98;3,21
"2020/09/25";2,39;2,8;3,15
"2020/10/02";2,32;2,66;2,93
"2020/10/09";2,14;2,68;3,3
"2020/10/16";2,09;2,53;3,08
"2020/10/23";2,04;2,48;2,89
"2020/10/30";1,98;2,42;2,94
"2020/11/06";2,01;2,47;3,03
"2020/11/13";1,97;2,44;3,05
"2020/11/20";1,98;2,44;2,92
"2020/11/27";1,97;2,28;2,86
"2020/12/04";1,96;2,33;2,87
"2020/12/11";1,95;2,43;2,71
"2020/12/18";1,94;2,35;2,81
"2020/12/25";1,94;2,3;2,68
"2021/01/01";1,89;2,28;2,95
"2021/01/08";1,9;2,32;3,04
"2021/01/15";1,87;2,19;2,78
"2021/01/22";1,92;2,31;2,53
"2021/01/29";1,93;2,2;2,64
"2021/02/05";1,91;2,23;2,52
"2021/02/12";1,83;2,24;2,55
"2021/02/19";1,81;2,23;2,36
"2021/02/26";1,81;1,91;2,33
"2021/03/05";1,77;2,12;2,59
"2021/03/12";1,89;2,16;2,62
"2021/03/19";1,74;2,12;2,55
"2021/03/26";1,77;2,1;2,24
"2021/04/02";1,73;2,12;2,58
"2021/04/09";1,74;2,16;2,51
"2021/04/16";1,7;2,09;2,67
"2021/04/23";1,76;2,1;2,61
"2021/04/30";1,78;2,04;2,74
"2021/05/07";1,8;2,17;2,77
"2021/05/14";1,79;2,09;2,62
"2021/05/21";1,75;2,14;2,71
"2021/05/28";1,87;2,11;3
"2021/06/04";1,89;2,13;3,01
"2021/06/11";1,88;2,18;2,99
"2021/06/18";1,93;2,15;3,04
"2021/06/25";1,92;2,16;3,03
"2021/07/02";1,91;2,18;3,25
"2021/07/09";1,85;2,16;3,41
"2021/07/16";1,89;2,14;3,15
"2021/07/23";1,91;2,17;3,28
"2021/07/30";1,91;2,2;3,32
"2021/08/06";1,98;2,28;3,14
"2021/08/13";1,86;2,21;2,89
"2021/08/20";1,96;2,34;3,13
"2021/08/27";2,03;2,27;3,1
"2021/09/03";2,02;2,38;2,88
"2021/09/10";2,05;2,44;3,05
"2021/09/17";2,03;2,44;2,9
"2021/09/24";2,05;2,45;3,26
"2021/10/01";2,06;2,38;3,49
"2021/10/08";2,04;2,48;3,34
"2021/10/15";2,02;2,56;3,53
"2021/10/22";2,15;2,61;3,64
"2021/10/29";2,22;2,79;3,85
"2021/11/05";2,38;2,83;3,91
"2021/11/12";2,44;2,88;4,59
"2021/11/19";2,62;2,97;4,44
"2021/11/26";2,65;3,27;4,65
"2021/12/03";2,77;3,38;4,48
"2021/12/10";2,8;3,26;4,82
"2021/12/17";2,83;3,38;4,96
"2021/12/24";3,04;3,82;5,11
"2021/12/31";3,21;3,82;5,32
"2022/01/07";3,22;3,77;5,07
"2022/01/14";3,3;3,7;5,04
"2022/01/21";3,52;4,13;5,16
"2022/01/28";3,35;4,18;5,47
"2022/02/04";3,54;4,14;5,38
"2022/02/11";3,74;4,3;5,78
"2022/02/18";4;4,47;6,03
"2022/02/25";4,06;4,67;6,05
"2022/03/04";4,4;4,82;6,52
"2022/03/11";4,86;5,03;6,6
"2022/03/18";4,52;5,32;7,43
"2022/03/25";5,12;5,74;7,74
"2022/04/01";5,15;5,76;7,82
"2022/04/08";5,28;6,16;7,95
"2022/04/15";5,58;6,26;8,72
"2022/04/22";5,71;6,43;8,61
"2022/04/29";5,9;6,64;8,91
"2022/05/06";6,36;7,04;8,94
"2022/05/13";6,52;7,48;9,33
"2022/05/20";6,86;7,38;9,13
"2022/05/27";7,01;7,68;9,87
"2022/06/03";7,4;7,82;10,42
"2022/06/10";7,66;7,85;10,1
"2022/06/17";7,45;8,15;10,49
"2022/06/24";7,49;8,44;11,04
"2022/07/01";7,82;8,69;10,71
"2022/07/08";8,02;8,69;11,29
"2022/07/15";8,49;9,06;11,96
"2022/07/22";8,75;9,44;12,46
"2022/07/29";9,28;9,84;12,26
"2022/08/05";10,01;10,44;13,11
"2022/08/12";10,22;10,71;14,17
"2022/08/19";10,48;11,2;14,68
"2022/08/26";10,43;11;14,25
"2022/09/02";10,92;11,24;13,8
"2022/09/09";10,84;11,48;13,83
"2022/09/16";11,15;11,96;14,91
"2022/09/23";10,69;12,11;14,51
"2022/09/30";10,9;12,7;15,24
"2022/10/07";11,08;13;14,74
"2022/10/14";11,05;13,03;14,67
"2022/10/21";11,23;13,49;15,16
"2022/10/28";11,39;13,72;15,09
"2022/11/04";12,37;14,01;15,47
"2022/11/11";11,93;14,33;15,12
"2022/11/18";12,71;14,5;15,98
"2022/11/25";12,59;14,27;17,2
"2022/12/02";12,86;14,49;16,96
"2022/12/09";13,02;15,22;16,73
"2022/12/16";13,09;15,48;17,4
"2022/12/23";12,97;15,79;17,42
"2022/12/30";13,7;15,88;17,27
"2023/01/06";13,72;15,62;16,52
"2023/01/13";13,77;15,86;17,22
"2023/01/20";13,6;17,17;18,03
"2023/01/27";13,88;16,63;18,24
"2023/02/03";14,24;15,74;18,04
"2023/02/10";13,89;16,26;17,9
"2023/02/17";14,81;16,76;17,85
"2023/02/24";14,34;15,95;17,4
"2023/03/03";14,3;15,39;17,05
"2023/03/10";14,44;15,24;16,2
"2023/03/17";13,49;14,27;14,62
"2023/03/24";13,2;14,08;14,48
"2023/03/31";13;13,7;14,05
"2023/04/07";12,72;13,52;13,97
"2023/04/14";12,29;13,11;13,5
"2023/04/21";12,41;13,04;13,38
"2023/04/28";12,34;13,01;13,79
"2023/05/05";12,9;13,2;13,67
"2023/05/12";12,41;12,88;13,69
"2023/05/19";12,65;13,12;13,81
"2023/05/26";12,34;13,17;14,11
"2023/06/02";12,65;12,98;14,14
"2023/06/09";12,78;13,15;14,14
"2023/06/16";13,01;13,36;14,35
"2023/06/23";13,04;13,39;14,14
"2023/06/30";13;13,4;14,1
"2023/07/07";12,91;13,34;14,25
"2023/07/14";13,32;13,63;14,28
"2023/07/21";13,57;13,4;14,27
"2023/07/28";13,5;13,63;14,54
"2023/08/04";13,87;13,49;14,69
"2023/08/11";13,4;13,7;15,3
"2023/08/18";13,77;13,88;15,35
"2023/08/25";13,85;14,07;15,28
"2023/09/01";13,63;14,23;15,27
"2023/09/08";13,69;14,14;15,06
"2023/09/15";13,48;14,01;14,04
"2023/09/22";13,08;13,51;13,7
"2023/09/29";13,01;13,27;13,55
"2023/10/06";12,71;13,24;13,45
"2023/10/13";12,8;13,2;13,87
"2023/10/20";13,02;13,3;13,59
"2023/10/27";13,02;13,43;14,15
"2023/11/03";13,43;14,08;14,55
"2023/11/10";13,03;13,43;14,56
"2023/11/17";12,86;13,35;14,16
"2023/11/24";12,72;13,11;13,74
"2023/12/01";12,66;13,13;13,81
"2023/12/08";12,64;12,94;13,67
"2023/12/15";12,84;13,08;13,75
"2023/12/22";12,68;12,97;13,55
"2023/12/29";12,69;12,9;12,69
"2024/01/05";12,35;12,7;12,48
"2024/01/12";12,01;12,27;11,73
"2024/01/19";11,86;12,02;11,86
"2024/01/26";11,59;11,79;11,59
"2024/02/02";11,44;11,61;11,49
